periode_data,type_operasi,area_operasi,jumlah_bus,jumlah_penumpang
202104,RSUD KOJA,BOGOR,null,null
202104,RSUD KOJA,DEPOK,null,null
202104,RSUD KOJA,TANGERANG,null,null
202104,RSUD KOJA,BEKASI,84,2011
202104,RS PONDOK INDAH,JAKARTA,30,1507
202104,RS PONDOK INDAH,BOGOR,30,1894
202104,RS PONDOK INDAH,DEPOK,null,null
202104,RS PONDOK INDAH,TANGERANG,0,0
202104,RS PONDOK INDAH,BEKASI,null,null
202104,RSUD BUDHI ASIH,JAKARTA,null,null
202104,RSUD BUDHI ASIH,BOGOR,66,1184
202104,RSUD BUDHI ASIH,DEPOK,null,null
202104,RSUD BUDHI ASIH,TANGERANG,null,null
202104,RSUD BUDHI ASIH,BEKASI,24,365
202104,R S C M,JAKARTA,86,5875
202104,R S C M,BOGOR,76,3990
202104,R S C M,DEPOK,53,3520
202104,R S C M,TANGERANG,73,2132
202104,R S C M,BEKASI,84,6629
202104,P M I,JAKARTA,7,84
202104,P M I,BOGOR,null,null
202104,P M I,DEPOK,29,1115
202104,P M I,TANGERANG,null,null
202104,P M I,BEKASI,31,716
202104,RSUD JATI PADANG,JAKARTA,90,1146
202104,PUSKESMAS MAMPANG PRAPATAN,JAKARTA,null,null
202104,PUSKESMAS PANCORAN,JAKARTA,null,null
202104,PUSKESMAS CILANDAK,JAKARTA,null,null
202104,PUSKESMAS TEBET,JAKARTA,null,null
202104,PUSKESMAS KUNINGAN  BARAT,JAKARTA,null,null
202104,PUSKESMAS KEBAYORAN BARU,JAKARTA,null,null
202104,PUSKESMAS KEBAYORAN LAMA,JAKARTA,null,null
202104,SUDINKES JAKARTA SELATAN,JAKARTA,null,null
202104,RSUP PERSAHABATAN,JAKARTA,22,523
202104,RSUP PERSAHABATAN,BOGOR,41,737
202104,RSUP PERSAHABATAN,DEPOK,21,551
202104,RSUP PERSAHABATAN,TANGERANG,null,null
202104,RSUP PERSAHABATAN,BEKASI,46,1827
202103,Puskesmas Cipayung,RS Wisma Atlet,1,15
202103,Puskesmas Ciracas,RS Wisma Atlet,1,7
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,14
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,12
202103,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,9
202103,Puskesmas Pancoran,RS Wisma Atlet,1,25
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,26
202103,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,23
202103,Puskesmas Tanjung Priok,RS Wisma Atlet,1,14
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,10
202103,Puskesmas Makasar,RS Wisma Atlet,1,10
202103,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,12
202103,Puskesmas Penjaringan,RS Wisma Atlet,1,3
202103,Puskesmas Tebet,RS Wisma Atlet,1,22
202103,Puskesmas Ciracas,RS Wisma Atlet,1,14
202103,Puskesmas Kebayoran Lama Tahap II,RS Wisma Atlet,1,10
202103,Puskesmas Ciracas,RS Wisma Atlet,1,6
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,9
202103,Puskesmas duren Sawit,RS Wisma Atlet,1,8
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,8
202103,Puskesmas Pulogadung,RS Wisma Atlet,1,7
202103,Puskesmas Ciracas,RS Wisma Atlet,1,28
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,10
202103,Puskesmas Pancoran,RS Wisma Atlet,1,24
202103,Puskesmas Kramat Jati Tahap II,RS Wisma Atlet,1,9
202103,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,7
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,11
202103,Puskesmas Tebet Tahap I,RS Wisma Atlet,1,8
202103,Puskesmas Tebet Tahap II,RS Wisma Atlet,1,15
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,25
202103,Puskesmas Ciracas,RS Wisma Atlet,1,17
202103,Puskesmas Cipayung,RS Wisma Atlet,1,10
202103,Puskesmas Tanjung Priok,RS Wisma Atlet,1,15
202103,Puskesmas Cipayung,RS Wisma Atlet,1,10
202103,Puskesmas Matraman,RS Wisma Atlet,1,22
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,9
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,20
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,27
202103,Puskesmas Makasar,RS Wisma Atlet,1,28
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,6
202103,Puskesmas Jagakarsa,RS Wisma Atlet,1,10
202103,Puskesmas Ciracas,RS Wisma Atlet,1,26
202103,Puskesmas Pancoran,RS Wisma Atlet,1,9
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,18
202103,Puskesmas Tanjung Priok,RS Wisma Atlet,1,14
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,11
202103,Puskesmas Koja,RS Wisma Atlet,1,13
202103,Puskesmas Ciracas,RS Wisma Atlet,1,32
202103,Puskesmas Tebet,RS Wisma Atlet,1,8
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,28
202103,Puskesmas Cilincing,RS Wisma Atlet,1,8
202103,Puskesmas Mampang Prapatan,RS Wisma Atlet,1,8
202103,Puskesmas Cipayung,RS Wisma Atlet,1,13
202103,Puskesmas Clincing,RS Wisma Atlet,1,11
202103,Puskesmas Ciracas,RS Wisma Atlet,1,25
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,11
202103,Puskesmas Mampang Prapatan,RS Wisma Atlet,1,9
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,12
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,15
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,12
202103,Puskesmas Ciracas,RS Wisma Atlet,1,20
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,8
202103,Puskesmas Koja,RS Wisma Atlet,1,9
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,10
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,11
202103,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,8
202103,Puskesmas Pancoran,RS Wisma Atlet,1,10
202103,Puskesmas Pasar Rebo,RS Wisma Atlet,1,10
202103,Puskesmas Tebet Tahap I,RS Wisma Atlet,1,20
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,6
202103,Puskesmas Tebet,RS Wisma Atlet,1,15
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,9
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,11
202103,Puskesmas Cipayung,RS Wisma Atlet,1,13
202103,Puskesmas Koja,RS Wisma Atlet,1,17
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,8
202103,Puskesmas Kemayoran,RS Wisma Atlet,1,12
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,17
202103,Puskesmas Pancoran,RS Wisma Atlet,1,14
202103,Puskesmas Ciracas,RS Wisma Atlet,1,31
202103,Puskesmas Jagakarsa,RS Wisma Atlet,1,11
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,26
202103,Puskesmas Pulo Gadung,RS Wisma Atlet,1,10
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,13
202103,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,8
202103,Puskesmas Koja,RS Wisma Atlet,1,15
202103,Puskesmas Ciracas,RS Wisma Atlet,1,20
202103,Puskesmas Kemayoran,RS Wisma Atlet,1,10
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,24
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,10
202103,Puskesmas Ciracas,RS Wisma Atlet,1,9
202103,Puskesmas Tanjung Priok,RS Wisma Atlet,1,20
202103,Puskesmas Tebet Tahap I,RS Wisma Atlet,1,10
202103,Puskesmas Koja,RS Wisma Atlet,1,12
202103,Puskesmas Tebet Tahap II,RS Wisma Atlet,1,10
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,10
202103,Puskesmas Ciracas,RS Wisma Atlet,1,12
202103,Puskesmas Pancoran,RS Wisma Atlet,1,13
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,15
202103,Puskesmas Cipayung,RS Wisma Atlet,1,20
202103,Puskesmas Pulo Gadung,RS Wisma Atlet,1,11
202103,Puskesmas Makasar,RS Wisma Atlet,1,14
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,38
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,12
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,9
202103,Puskesmas Ciracas,RS Wisma Atlet,1,10
202103,Puskesmas Pancoran,RS Wisma Atlet,1,13
202103,Puskesmas Ciracas,RS Wisma Atlet,1,12
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,10
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,11
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,6
202103,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,6
202103,Puskesmas Pancoran,RS Wisma Atlet,1,9
202102,Puskesmas Makasar,RS Wisma Atlet,1,9
202102,Puskesmas Cilandak,RS Wisma Atlet,1,10
202102,Puskesmas Ciracas,RS Wisma Atlet,1,44
202102,Puskesmas Tanjung Priok,RS Wisma Atlet,1,20
202102,Puskesmas Pulogadung,RS Wisma Atlet,1,10
202102,Puskesmas Kramat Jati,RS Wisma Atlet,1,10
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,18
202102,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,18
202102,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,7
202102,Puskesmas Cilincing,RS Wisma Atlet,1,8
202102,Puskesmas Makasar,RS Wisma Atlet,1,25
202102,Puskesmas Jagakarsa,RS Wisma Atlet,1,28
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,37
202102,Puskesmas Ciracas,RS Wisma Atlet,1,32
202102,Puskesmas Cipayung,RS Wisma Atlet,1,15
202102,Puskesmas Pancoran,RS Wisma Atlet,1,13
202102,Puskesmas Cempaka Putih,RS Wisma Atlet,1,9
202102,Puskesmas Papanggo,RS Wisma Atlet,1,15
202102,Puskesmas Kramat Jati Tahap II,RS Wisma Atlet,1,15
202102,Puskesmas Ciracas Tahap II,RS Wisma Atlet,1,14
202102,Puskesmas Pasar Minggu Tahap I,RS Wisma Atlet,1,8
202102,Puskesmas Kramat Jati,RS Wisma Atlet,1,16
202102,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,20
202102,Puskesmas Tebet,RS Wisma Atlet,1,20
202102,Puskesmas Kemayoran,RS Wisma Atlet,1,17
202102,Puskesmas Ciracas,RS Wisma Atlet,1,16
202102,Puskesmas Cipayung,RS Wisma Atlet,1,24
202102,Puskesmas Pancoran,RS Wisma Atlet,1,12
202102,Puskesmas Pasar Minggu Tahap II,RS Wisma Atlet,1,19
202102,Puskesmas Pasar Rebo,RS Wisma Atlet,1,21
202102,Puskesmas Papanggo,RS Wisma Atlet,1,16
202102,Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
202102,Puskesmas Kramat Jati,RS Wisma Atlet,1,16
202102,Puskesmas Makasar,RS Wisma Atlet,1,15
202102,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,11
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,26
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,17
202102,Puskesmas Tebet Tahap I,RS Wisma Atlet,1,26
202102,Puskesmas Cipayung,RS Wisma Atlet,1,11
202102,Puskesmas Pasar Minggu Tahap II,RS Wisma Atlet,1,14
202102,Puskesmas Tebet Tahap II,RS Wisma Atlet,1,12
202102,Puskesmas Pancoran,RS Wisma Atlet,1,20
202102,Puskesmas Papanggo,RS Wisma Atlet,1,14
202102,Puskesmas Pulogadung,RS Wisma Atlet,1,10
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,11
202102,Puskesmas Ciracas,RS Wisma Atlet,1,18
202102,Puskesmas Makasar,RS Wisma Atlet,1,18
202102,Puskesmas Kemayoran,RS Wisma Atlet,1,20
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,10
202102,Puskesmas Papanggo,RS Wisma Atlet,1,28
202102,Puskesmas Cempaka Putih,RS Wisma Atlet,1,14
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,16
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,10
202103,Puskesmas Makasar,RS Wisma Atlet,1,13
202103,Puskesmas Koja,RS Wisma Atlet,1,12
202103,Puskesmas Ciracas,RS Wisma Atlet,1,26
202103,Puskesmas Kemayoran,RS Wisma Atlet,1,16
202103,RSUD CENGKARENG,JAKARTA,119,6517
202103,RSUD CENGKARENG,BOGOR,null,null
202103,RSUD CENGKARENG,DEPOK,29,800
202103,RSUD CENGKARENG,TANGERANG,79,1603
202103,RSUD CENGKARENG,BEKASI,26,347
202103,RSUD DUREN SAWIT,JAKARTA,124,4457
202103,RSUD DUREN SAWIT,BOGOR,null,null
202103,RSUD DUREN SAWIT,DEPOK,null,null
202103,RSUD DUREN SAWIT,TANGERANG,null,null
202103,RSUD DUREN SAWIT,BEKASI,null,null
202103,RSUD PASAR MINGGU,JAKARTA,null,null
202103,RSUD PASAR MINGGU,BOGOR,18,141
202103,RSUD PASAR MINGGU,DEPOK,15,206
202103,RSUD PASAR MINGGU,TANGERANG,null,null
202103,RSUD PASAR MINGGU,BEKASI,23,219
202103,RSUD TARAKAN,JAKARTA,null,null
202103,RSUD TARAKAN,BOGOR,31,1817
202103,RSUD TARAKAN,DEPOK,31,1566
202103,RSUD TARAKAN,TANGERANG,51,2921
202103,RSUD TARAKAN,BEKASI,61,2198
202103,RSUD PASAR REBO,JAKARTA,null,null
202103,RSUD PASAR REBO,BOGOR,27,708
202103,RSUD PASAR REBO,DEPOK,13,189
202103,RSUD PASAR REBO,TANGERANG,9,86
202103,RSUD PASAR REBO,BEKASI,30,558
202103,RSUD KOJA,JAKARTA,84,4437
202103,RSUD KOJA,BOGOR,null,null
202103,RSUD KOJA,DEPOK,null,null
202103,RSUD KOJA,TANGERANG,null,null
202103,RSUD KOJA,BEKASI,101,2057
202103,RS PONDOK INDAH,JAKARTA,31,1621
202103,RS PONDOK INDAH,BOGOR,31,1920
202103,RS PONDOK INDAH,DEPOK,null,null
202103,RS PONDOK INDAH,TANGERANG,0,0
202103,RS PONDOK INDAH,BEKASI,null,null
202103,RSUD BUDHI ASIH,JAKARTA,null,null
202103,RSUD BUDHI ASIH,BOGOR,70,1139
202103,RSUD BUDHI ASIH,DEPOK,null,null
202103,RSUD BUDHI ASIH,TANGERANG,null,null
202103,RSUD BUDHI ASIH,BEKASI,24,329
202103,R S C M,JAKARTA,106,7268
202103,R S C M,BOGOR,89,3890
202103,R S C M,DEPOK,59,3840
202103,R S C M,TANGERANG,81,2320
202103,R S C M,BEKASI,92,6658
202103,P M I,JAKARTA,27,177
202103,P M I,BOGOR,null,null
202103,P M I,DEPOK,30,677
202103,P M I,TANGERANG,null,null
202103,P M I,BEKASI,51,953
202103,RSUD JATI PADANG,JAKARTA,93,1151
202103,PUSKESMAS MAMPANG PRAPATAN,JAKARTA,null,null
202103,PUSKESMAS PANCORAN,JAKARTA,null,null
202103,PUSKESMAS CILANDAK,JAKARTA,null,null
202103,PUSKESMAS TEBET,JAKARTA,null,null
202103,PUSKESMAS KUNINGAN  BARAT,JAKARTA,null,null
202103,PUSKESMAS KEBAYORAN BARU,JAKARTA,null,null
202103,PUSKESMAS KEBAYORAN LAMA,JAKARTA,null,null
202103,SUDINKES JAKARTA SELATAN,JAKARTA,null,null
202103,RSUP PERSAHABATAN,JAKARTA,22,538
202103,RSUP PERSAHABATAN,BOGOR,44,907
202103,RSUP PERSAHABATAN,DEPOK,22,599
202103,RSUP PERSAHABATAN,TANGERANG,null,null
202103,RSUP PERSAHABATAN,BEKASI,47,1816
202106,Puskesmas Ciracas,RS Wisma Atlet,1,23
202106,Puskesmas Pancoran,RS Wisma Atlet,1,10
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,15
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,13
202106,Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,31
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,14
202106,Puskesmas Kelapa Gading,RS Wisma Atlet,1,6
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,9
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,8
202106,Puskesmas Koja,RS Wisma Atlet,1,7
202106,Puskesmas Tebet,RS Wisma Atlet,1,23
202106,Puskesmas Pancoran,RS Wisma Atlet,1,9
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,19
202106,Puskesmas Cilincing,RS Wisma Atlet,1,12
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,7
202106,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,16
202106,Puskesmas Ciracas,RS Wisma Atlet,1,10
202106,Puskesmas Matraman,RS Wisma Atlet,1,8
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,9
202106,Puskesmas Cilandak,RS Wisma Atlet,1,6
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,9
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,21
202106,Puskesmas Ciracas,RS Wisma Atlet,1,12
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,11
202106,Puskesmas Matraman,RS Wisma Atlet,1,8
202106,Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
202106,Puskesmas Cipayung,RS Wisma Atlet,1,33
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
202106,Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
202106,Puskesmas Koja,RS Wisma Atlet,1,19
202106,Puskesmas Koja (II),RS Wisma Atlet,1,14
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,12
202106,Puskesmas Ciracas,RS Wisma Atlet,1,58
202106,Puskesmas Cipayung,RS Wisma Atlet,1,22
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,16
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,10
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,40
202106,Puskesmas Pancoran,RS Wisma Atlet,1,22
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,34
202106,Puskesmas Cilandak,RS Wisma Atlet,1,13
202106,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,6
202106,Puskesmas Makasar,RS Wisma Atlet,1,9
202106,Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,13
202106,Puskesmas Pulogadung,RS Wisma Atlet,1,8
202106,Puskesmas Pancoran,RS Wisma Atlet,1,20
202106,Puskesmas Cilandak,RS Wisma Atlet,1,11
202106,Puskesmas Kebon Jeruk,RS Wisma Atlet,1,10
202106,Puskesmas Setiabudi,RS Wisma Atlet,1,10
202106,Psukesmas Duren Sawit,RS Wisma Atlet,1,9
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,8
202106,Puskesmas Ciracas,RS Wisma Atlet,1,8
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,10
202106,Puskesmas Tebet,RS Wisma Atlet,1,15
202106,Puskesmas Cilandak,RS Wisma Atlet,1,11
202106,Puskesmas Pulogadung,RS Wisma Atlet,1,10
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
202106,RS KKO Cilandak,RS Wisma Atlet,1,17
202106,Puskesmas Tebet,RS Wisma Atlet,1,7
202106,Puskesmas Koja,RS Wisma Atlet,1,22
202106,Puskesmas Cilincing,RS Wisma Atlet,1,12
202106,Puskesmas Menteng,RS Wisma Atlet,1,13
202106,Puskesmas Ciracas,RS Wisma Atlet,1,17
202106,Puskesmas Cipayung,RS Wisma Atlet,1,20
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,9
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,5
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,25
202106,Psukesmas Pasar Minggu (II),RS Wisma Atlet,1,16
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,19
202106,Puskesmas Pancoran,RS Wisma Atlet,1,15
202106,Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,10
202106,Puskesmas Kembangan,RS Wisma Atlet,1,6
202106,Puskesmas Cilincing (II),RS Wisma Atlet,1,11
202106,Puskesmas Ciracas (II),RS Wisma Atlet,1,12
202106,Puskesmas Setiabudi,RS Wisma Atlet,1,14
202106,Puskesmas Tanjung Priuk (II),RS Wisma Atlet,1,12
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,12
202106,Puskesmas Gambir,RS Wisma Atlet,1,19
202106,Puskesmas Cakung,RS Wisma Atlet,1,18
202106,Puskesmas Makasar,RS Wisma Atlet,1,16
202106,Puskesmas Setiabudi,RS Wisma Atlet,1,18
202106,Puskesmas Tebet,RS Wisma Atlet,1,26
202106,RS KKO Cilandak,RS Wisma Atlet,1,10
202106,Puskesmas Kalideres,RS Wisma Atlet,1,7
202106,Puskesmas Matraman,RS Wisma Atlet,1,20
202106,Puskesmas Pulogadung,RS Wisma Atlet,1,7
202106,Puskesmas Cipayung,RS Wisma Atlet,1,22
202106,Puskesmas Koja,RS Wisma Atlet,1,11
202106,Puskesmas Koja (II),RS Wisma Atlet,1,22
202106,Puskesmas Kebon Jeruk,RS Wisma Atlet,1,16
202106,Puskesmas Pasar Rebo,RS Wisma Atlet,1,11
202106,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,12
202106,Puskesmas Jatinegara,RS Wisma Atlet,1,16
202106,Puskesmas Pancoran,RS Wisma Atlet,1,24
202106,Puskesmas Ciracas,RS Wisma Atlet,1,54
202106,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,13
202106,Puskesmas Palmerah ,RS Wisma Atlet,1,21
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,10
202106,Puskesmas Cilandak,RS Wisma Atlet,1,6
202106,Puskesmas Tanah Abang,RS Wisma Atlet,1,12
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,68
202106,Puskesmas Kembangan ,RS Wisma Atlet,1,7
202106,Puskesmas Penjaringan,RS Wisma Atlet,1,11
202106,Puskesmas Kelapa Gading,RS Wisma Atlet,1,8
202106,Puskesmas Makasar (II),RS Wisma Atlet,1,17
202106,Puskesmas Cilincing,RS Wisma Atlet,1,12
202106,Puskesmas Kelapa Gading (II),RS Wisma Atlet,1,15
202106,Puskesmas Tanjung Priuk,RS Wisma Atlet,1,15
202106,Puskesmas Pasar Minggu,RS Wisma Atlet,1,11
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,45
202106,Puskesmas Setiabudi (II),RS Wisma Atlet,1,19
202106,Puskesmas Cempaka Putih,RS Wisma Atlet,1,12
202106,Puskesmas Kelapa Gading,RS Wisma Atlet,1,6
202106,Puskesmas Tebet,RS Wisma Atlet,1,35
202106,RSUD CENGKARENG,JAKARTA,104,4694
202106,RSUD CENGKARENG,BOGOR,null,null
202106,RSUD CENGKARENG,DEPOK,29,772
202106,RSUD CENGKARENG,TANGERANG,73,1499
202106,RSUD CENGKARENG,BEKASI,25,452
202106,RSUD DUREN SAWIT,JAKARTA,79,1346
202106,RSUD DUREN SAWIT,BOGOR,null,null
202106,RSUD DUREN SAWIT,DEPOK,null,null
202106,RSUD DUREN SAWIT,TANGERANG,null,null
202106,RSUD DUREN SAWIT,BEKASI,null,null
202106,RSUD PASAR MINGGU,JAKARTA,16,508
202106,RSUD PASAR MINGGU,BOGOR,0,0
202106,RSUD PASAR MINGGU,DEPOK,0,0
202106,RSUD PASAR MINGGU,TANGERANG,null,null
202106,RSUD PASAR MINGGU,BEKASI,0,0
202106,RSUD TARAKAN,JAKARTA,21,773
202106,RSUD TARAKAN,BOGOR,30,1683
202106,RSUD TARAKAN,DEPOK,29,1285
202106,RSUD TARAKAN,TANGERANG,42,1863
202106,RSUD TARAKAN,BEKASI,60,2108
202106,RSUD PASAR REBO,JAKARTA,null,null
202106,RSUD PASAR REBO,BOGOR,29,657
202106,RSUD PASAR REBO,DEPOK,21,286
202106,RSUD PASAR REBO,TANGERANG,null,null
202106,RSUD PASAR REBO,BEKASI,28,611
202106,RSUD KOJA,JAKARTA,82,3646
202106,RSUD KOJA,BOGOR,null,null
202106,RSUD KOJA,DEPOK,null,null
202106,RSUD KOJA,TANGERANG,null,null
202106,RSUD KOJA,BEKASI,98,1970
202106,RS PONDOK INDAH,JAKARTA,30,1259
202106,RS PONDOK INDAH,BOGOR,29,1704
202106,RS PONDOK INDAH,DEPOK,null,null
202106,RS PONDOK INDAH,TANGERANG,0,0
202106,RS PONDOK INDAH,BEKASI,null,null
202106,RSUD BUDHI ASIH,JAKARTA,null,null
202106,RSUD BUDHI ASIH,BOGOR,62,1211
202106,RSUD BUDHI ASIH,DEPOK,null,null
202106,RSUD BUDHI ASIH,TANGERANG,null,null
202106,RSUD BUDHI ASIH,BEKASI,22,315
202106,R S C M,JAKARTA,62,3358
202106,R S C M,BOGOR,73,3682
202106,R S C M,DEPOK,49,3353
202106,R S C M,TANGERANG,72,2150
202106,R S C M,BEKASI,81,5888
202106,P M I,JAKARTA,0,0
202106,P M I,BOGOR,null,null
202106,P M I,DEPOK,23,656
202106,P M I,TANGERANG,null,null
202106,P M I,BEKASI,26,569
202106,RSUD JATI PADANG,JAKARTA,89,1663
202106,PUSKESMAS MAMPANG PRAPATAN,JAKARTA,null,null
202106,PUSKESMAS PANCORAN,JAKARTA,null,null
202106,PUSKESMAS CILANDAK,JAKARTA,null,null
202106,PUSKESMAS TEBET,JAKARTA,null,null
202106,PUSKESMAS KUNINGAN  BARAT,JAKARTA,null,null
202106,PUSKESMAS KEBAYORAN BARU,JAKARTA,null,null
202106,PUSKESMAS KEBAYORAN LAMA,JAKARTA,null,null
202106,SUDINKES JAKARTA SELATAN,JAKARTA,null,null
202106,RSUP PERSAHABATAN,JAKARTA,21,416
202106,RSUP PERSAHABATAN,BOGOR,42,837
202106,RSUP PERSAHABATAN,DEPOK,21,437
202106,RSUP PERSAHABATAN,TANGERANG,null,null
202106,RSUP PERSAHABATAN,BEKASI,43,1767
202106,RS JANTUNG HARAPAN KITA,JAKARTA,49,1858
202106,RS JANTUNG HARAPAN KITA,BOGOR,28,1228
202106,RS JANTUNG HARAPAN KITA,TANGERANG,0,0
202106,RS JANTUNG HARAPAN KITA,BEKASI,21,850
202106,RSPI SULIANTI SAROSO,JAKARTA,90,3634
202106,RSUP FATMAWATI,JAKARTA,19,1051
202106,RS KANKER DHARMAIS,JAKARTA,45,1784
202106,RS KETERGANTUNGAN OBAT,JAKARTA,9,46
202106,Puskesmas Ciracas,RS Wisma Atlet,1,7
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,13
202106,Puskesmas Cilincing,RS Wisma Atlet,1,20
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,15
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,8
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202106,Puskesmas Pancoran,RS Wisma Atlet,1,10
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,14
202106,Puskesmas Duren Sawit,RS Wisma Atlet,1,16
202106,Puskesmas Ciracas,RS Wisma Atlet,1,14
202106,Puskesmas Kemayoran,RS Wisma Atlet,1,21
202106,Puskesmas Jagakarsa,RS Wisma Atlet,1,10
202106,Puskesmas Cipayung,RS Wisma Atlet,1,21
202106,Puskesmas Kembangan,RS Wisma Atlet,1,4
202106,Puskesmas Kramat Jati,RS Wisma Atlet,1,19
