periode_data,type_operasi,area_operasi,jumlah_bus,jumlah_penumpang
202102,Puskesmas Duren Sawit Tahap II,RS Wisma Atlet,1,8
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,38
202102,Puskesmas Pancoran,RS Wisma Atlet,1,26
202102,Puskesmas Ciracas,RS Wisma Atlet,1,70
202102,Puskesmas Kramat Jati,RS Wisma Atlet,1,12
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,15
202102,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,19
202102,Puskesmas Ciracas,RS Wisma Atlet,1,32
202102,Puskesmas Tambora,RS Wisma Atlet,1,17
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,20
202102,Puskesmas Cempaka Putih,RS Wisma Atlet,1,11
202102,Puskesmas Kembangan,RS Wisma Atlet,1,9
202102,Puskesmas Jagakarsa,RS Wisma Atlet,1,9
202102,Puskesmas Pasar Minggu Tahap II,RS Wisma Atlet,1,11
202102,Puskesmas Papanggo,RS Wisma Atlet,1,14
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,8
202102,Puskesmas Kramat Jati,RS Wisma Atlet,1,6
202102,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,14
202102,Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
202102,Puskesmas Makasar,RS Wisma Atlet,1,35
202102,Puskesmas Kemayoran,RS Wisma Atlet,1,29
202102,Puskesmas Cilincing,RS Wisma Atlet,1,17
202102,Puskesmas Tebet,RS Wisma Atlet,1,12
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,18
202102,Puskesmas Ciracas,RS Wisma Atlet,1,29
202102,Puskesmas Pancoran,RS Wisma Atlet,1,12
202102,Puskesmas Cempaka Putih,RS Wisma Atlet,1,9
202102,Puskesmas Papanggo,RS Wisma Atlet,1,13
202102,Puskesmas Kramat Jati,RS Wisma Atlet,1,15
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,9
202102,Puskesmas Makasar,RS Wisma Atlet,1,29
202102,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,17
202102,Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
202102,Puskesmas Kemayoran,RS Wisma Atlet,1,20
202102,Puskesmas Ciracas,RS Wisma Atlet,1,27
202102,Puskesmas Tanah Abang,RS Wisma Atlet,1,11
202102,Puskesmas Pancoran,RS Wisma Atlet,1,18
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,18
202102,Puskesmas Cempaka Putih,RS Wisma Atlet,1,9
202102,BANJIR OFF LAYANAN,RS Wisma Atlet,1,null
202102,Puskesmas Ciracas,RS Wisma Atlet,1,51
202102,Puskesmas Tanjung Priok,RS Wisma Atlet,1,14
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,30
202102,Puskesmas Cilincing,RS Wisma Atlet,1,10
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,15
202102,Puskesmas Kemayoran,RS Wisma Atlet,1,25
202102,Puskesmas Cilandak,RS Wisma Atlet,1,8
202102,Puskesmas Ciracas Tahap II,RS Wisma Atlet,1,42
202102,Puskesmas Papanggo,RS Wisma Atlet,1,16
202102,Puskesmas Palmerah,RS Wisma Atlet,1,19
202102,Puskesmas Cempaka Putih,RS Wisma Atlet,1,9
202102,Puskesmas Cipayung,RS Wisma Atlet,1,20
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,16
202102,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,31
202102,Puskesmas Cilandak,RS Wisma Atlet,1,8
202102,Puskesmas Ciracas,RS Wisma Atlet,1,16
202102,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,5
202102,Puskesmas Jagakarsa,RS Wisma Atlet,1,24
202102,Puskesmas Pancoran,RS Wisma Atlet,1,28
202102,Puskesmas Mampang Prapatan,RS Wisma Atlet,1,7
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,14
202102,Puskesmas Jatinegara,RS Wisma Atlet,1,14
202102,Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
202102,Puskesmas Kramat Jati,RS Wisma Atlet,1,27
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,16
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,21
202102,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,10
202102,Puskesmas Tanjung Priok,RS Wisma Atlet,1,10
202102,Puskesmas Cipayung,RS Wisma Atlet,1,27
202102,Puskesmas Ciracas,RS Wisma Atlet,1,16
202102,Puskesmas Tebet,RS Wisma Atlet,1,26
202102,Puskesmas Pancoran,RS Wisma Atlet,1,18
202102,Puskesmas Cilincing,RS Wisma Atlet,1,11
202102,Puskesmas Pasar Rebo,RS Wisma Atlet,1,10
202102,Puskesmas Cengkareng,RS Wisma Atlet,1,20
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,14
202102,Puskesmas Krama Jati,RS Wisma Atlet,1,9
202102,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,7
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,12
202102,Puskesmas Tebet,RS Wisma Atlet,1,8
202101,Puskesmas Pulogadung,RS Wisma Atlet,1,11
202101,Puskesmas Makasar,RS Wisma Atlet,1,18
202101,Puskesmas Sawah Besar,RS Wisma Atlet,1,10
202101,Puskesmas Duren Sawit Tahap II,RS Wisma Atlet,1,5
202101,PuskesmasTebet Tahap II,RS Wisma Atlet,1,35
202101,Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
202101,Puskesmas Pasar Minggu,RS Wisma Atlet,1,13
202101,Puskesmas Ciracas,RS Wisma Atlet,1,49
202101,Puskesmas Rawabadak Selatan Tahap I,RS Wisma Atlet,1,14
202101,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202101,Puskesmas Rawabadak Selatan Tahap II,RS Wisma Atlet,1,7
202101,Puskesmas Senen,RS Wisma Atlet,1,25
202101,Puskesmas Pancoran,RS Wisma Atlet,1,25
202101,Puskesmas Sawah Besar,RS Wisma Atlet,1,8
202101,Puskesmas Makasar,RS Wisma Atlet,1,13
202101,Puskesmas Jagakarsa,RS Wisma Atlet,1,7
202101,Puskesmas Duren Sawit Tahap II,RS Wisma Atlet,1,7
202101,Puskesmas Pasar Minggu,RS Wisma Atlet,1,17
202101,Puskesmas Kramat Jati,RS Wisma Atlet,1,7
202101,Puskesmas Pasar Rebo,RS Wisma Atlet,1,5
202101,Puskesmas Makasar,RS Wisma Atlet,1,21
202101,Puskesmas Ciracas,RS Wisma Atlet,1,8
202101,Puskesmas Duren Sawit,RS Wisma Atlet,1,8
202101,Puskesmas Kramat Jati,RS Wisma Atlet,1,10
202101,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,9
202101,Puskesmas Tebet,RS Wisma Atlet,1,31
202101,Puskesmas Palmerah,RS Wisma Atlet,1,9
202101,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,9
202101,Puskesmas Pancoran,RS Wisma Atlet,1,17
202101,Puskesmas Cilincing,RS Wisma Atlet,1,15
202101,Puskesmas Pasar Minggu,RS Wisma Atlet,1,13
202101,Puskesmas Tanjung Priok,RS Wisma Atlet,1,48
202101,Puskesmas Cilandak,RS Wisma Atlet,1,9
202101,Puskesmas Tanah Abang,RS Wisma Atlet,1,17
202101,Puskesmas Kemayoran,RS Wisma Atlet,1,25
202101,Puskesmas Cempaka Putih,RS Wisma Atlet,1,18
202101,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202101,Puskesmas Pulogadung,RS Wisma Atlet,1,6
202101,Puskesmas Tebet,RS Wisma Atlet,1,31
202101,Puskesmas Mampang Prapatan,RS Wisma Atlet,1,10
202101,Puskesmas Cilincing,RS Wisma Atlet,1,6
202101,Puskesmas Pasar Minggu,RS Wisma Atlet,1,19
202101,Puskesmas Ciracas,RS Wisma Atlet,1,31
202101,Puskesmas Cempaka Putih,RS Wisma Atlet,1,18
202101,Puskesmas Sawah Besar,RS Wisma Atlet,1,13
202101,Puskesmas Kemayoran,RS Wisma Atlet,1,15
202101,Puskesmas Kramat Jati,RS Wisma Atlet,1,10
202101,Puskesmas Rawabadak Selatan Tahap I,RS Wisma Atlet,1,7
202101,Puskesmas Duren Sawit Tahap I,RS Wisma Atlet,1,8
202101,Puskesmas Rawabadak Selatan Tahap II,RS Wisma Atlet,1,7
202101,Puskesmas Matraman,RS Wisma Atlet,1,18
202101,Puskesmas Ciracas ,RS Wisma Atlet,1,23
202101,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,9
202101,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202101,Puskesmas Cilincing,RS Wisma Atlet,1,8
202101,Puskesmas Rawabadak Selatan Tahap III,RS Wisma Atlet,1,13
202101,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,13
202101,Puskesmas Pancoran,RS Wisma Atlet,1,9
202101,Puskesmas Pasar Minggu,RS Wisma Atlet,1,15
202101,Puskesmas Rawabadak Selatan Tahap I,RS Wisma Atlet,1,14
202101,Puskesmas Duren Sawit,RS Wisma Atlet,1,6
202101,Puskesmas Jagakarsa,RS Wisma Atlet,1,7
202101,Puskesmas Pasar Rebo,RS Wisma Atlet,1,14
202101,Puskesmas Papanggo Tahap I ,RS Wisma Atlet,1,10
202101,Puskesmas Jatinegara,RS Wisma Atlet,1,19
202101,Puskesmas Makasar,RS Wisma Atlet,1,15
202101,Puskesmas Ciracas,RS Wisma Atlet,1,19
202101,Puskesmas Kelapa Gading,RS Wisma Atlet,1,7
202101,Puskesmas Cipayung,RS Wisma Atlet,1,20
202101,Puskesmas Pancoran,RS Wisma Atlet,1,22
202101,Puskesmas Cilincing,RS Wisma Atlet,1,8
202101,Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
202101,Puskesmas Pasar Minggu,RS Wisma Atlet,1,32
202101,Puskesmas Kramat Jati,RS Wisma Atlet,1,21
202101,Puskesmas Pulogadung,RS Wisma Atlet,1,18
202101,Puskesmas Papanggo Tahap II,RS Wisma Atlet,1,33
202101,Puskesmas Jagakarsa,RS Wisma Atlet,1,7
202101,Puskesmas Rawabadak Selatan Tahap I,RS Wisma Atlet,1,5
202101,Puskesmas Ciracas Tahap I,RS Wisma Atlet,1,20
202101,Puskesmas Rawabadak Selatan Tahap II,RS Wisma Atlet,1,5
202101,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,6
202101,Puskesmas Kemayoran,RS Wisma Atlet,1,11
202101,Puskesmas Tebet,RS Wisma Atlet,1,34
202101,Puskesmas Pulogadung,RS Wisma Atlet,1,13
202101,Puskesmas Ciracas Tahap II,RS Wisma Atlet,1,10
202101,Puskesmas Tanjung Priok,RS Wisma Atlet,1,21
202101,Puskesmas Kramat Jati,RS Wisma Atlet,1,29
202101,Puskesmas Pasar Minggu,RS Wisma Atlet,1,16
202101,Puskesmas Cilandak,RS Wisma Atlet,1,9
202101,Puskesmas Pancoran,RS Wisma Atlet,1,22
202101,Puskesmas Makasar,RS Wisma Atlet,1,16
202101,Puskesmas Jagakarsa,RS Wisma Atlet,1,7
202101,Puskesmas Duren Sawit Tahap I,RS Wisma Atlet,1,7
202101,Puskesmas Rawabadak Selatan Tahap I,RS Wisma Atlet,1,14
202101,Puskesmas Tebet Tahap I,RS Wisma Atlet,1,14
202101,Puskesmas Rawabadak Selatan Tahap II,RS Wisma Atlet,1,6
202101,Puskesmas Jatinegara,RS Wisma Atlet,1,8
202101,Puskesmas Makasar,RS Wisma Atlet,1,15
202101,Puskesmas Ciracas Tahap I,RS Wisma Atlet,1,8
202101,Puskesmas Kelapa Gading,RS Wisma Atlet,1,7
202101,Puskesmas Mampang Prapatan,RS Wisma Atlet,1,8
202101,Puskesmas Sawah Besar,RS Wisma Atlet,1,11
202101,Puskesmas Pasar Minggu,RS Wisma Atlet,1,35
202101,Puskesmas Ciracas Tahap II,RS Wisma Atlet,1,11
202101,Puskesmas Tebet Tahap II,RS Wisma Atlet,1,20
202101,Puskesmas Pulogadung,RS Wisma Atlet,1,12
202101,Puskesmas Pancoran Tahap I,RS Wisma Atlet,1,14
202101,Puskesmas Duren Sawit Tahap II,RS Wisma Atlet,1,7
202101,Puskesmas Pancoran Tahap II,RS Wisma Atlet,1,10
202101,Puskesmas Cempaka Putih,RS Wisma Atlet,1,19
202101,Puskesmas Cempaka Putih,RS Wisma Atlet,1,8
202101,Puskesmas Rawabadak Selatan Tahap I,RS Wisma Atlet,1,6
202101,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202101,Puskesmas Makasar,RS Wisma Atlet,1,6
202101,Puskesmas Kemayoran,RS Wisma Atlet,1,13
202101,Puskesmas Rawabadak Selatan Tahap II,RS Wisma Atlet,1,10
202101,Puskesmas Jagakarsa,RS Wisma Atlet,1,6
202101,Puskesmas Pancoran,RS Wisma Atlet,1,17
202101,Puskesmas Cipayung,RS Wisma Atlet,1,21
202101,Puskesmas Ciracas,RS Wisma Atlet,1,29
202101,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,11
202101,Puskesmas Pulogadung,RS Wisma Atlet,1,17
202101,Puskesmas Tebet,RS Wisma Atlet,1,24
202101,Puskesmas Pasar Minggu,RS Wisma Atlet,1,17
202101,Puskesmas Kramat Jati,RS Wisma Atlet,1,17
202101,Puskesmas Sawah Besar,RS Wisma Atlet,1,8
202101,Puskesmas Tanjung Priok,RS Wisma Atlet,1,15
202101,Puskesmas Cilincing,RS Wisma Atlet,1,10
202101,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202101,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,10
202101,Puskesmas Tebet,RS Wisma Atlet,1,17
202101,Puskesmas Mampang Prapatan,RS Wisma Atlet,1,18
202101,Puskesmas Ciracas,RS Wisma Atlet,1,35
202101,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,8
202101,Puskesmas Pancoran,RS Wisma Atlet,1,18
202101,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,34
202101,Puskesmas Kramat Jati,RS Wisma Atlet,1,17
202101,Puskesmas Cilincing,RS Wisma Atlet,1,10
202101,Puskesmas Tanjung Priok   Tahap I,RS Wisma Atlet,1,15
202101,Puskesmas Cipayung,RS Wisma Atlet,1,22
202101,Puskesmas Tanah Abang,RS Wisma Atlet,1,12
202101,Puskesmas Tanjung Priok   Tahap II,RS Wisma Atlet,1,15
202101,Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
202101,Puskesmas Cilincing,RS Wisma Atlet,1,10
202101,Puskesmas Duren Sawit,RS Wisma Atlet,1,8
202101,Puskesmas Penjaringan,RS Wisma Atlet,1,14
202101,Puskesmas Cipayung,RS Wisma Atlet,1,15
202101,Puskesmas Tebet,RS Wisma Atlet,1,17
202101,Puskesmas Grogol Petamburan,RS Wisma Atlet,1,11
202101,Puskesmas Kemayoran,RS Wisma Atlet,1,9
202101,Puskesmas Pulogadung,RS Wisma Atlet,1,10
202101,Puskesmas Ciracas,RS Wisma Atlet,1,31
202102,RSUD CENGKARENG,JAKARTA,103,5231
202102,RSUD CENGKARENG,BOGOR,null,null
202102,RSUD CENGKARENG,DEPOK,24,634
202102,RSUD CENGKARENG,TANGERANG,64,1258
202102,RSUD CENGKARENG,BEKASI,22,257
202102,RSUD DUREN SAWIT,JAKARTA,108,4646
202102,RSUD DUREN SAWIT,BOGOR,null,null
202102,RSUD DUREN SAWIT,DEPOK,null,null
202102,RSUD DUREN SAWIT,TANGERANG,null,null
202102,RSUD DUREN SAWIT,BEKASI,null,null
202102,RSUD PASAR MINGGU,JAKARTA,null,null
202102,RSUD PASAR MINGGU,BOGOR,1,5
202102,RSUD PASAR MINGGU,DEPOK,20,213
202102,RSUD PASAR MINGGU,TANGERANG,null,null
202102,RSUD PASAR MINGGU,BEKASI,22,201
202102,RSUD TARAKAN,JAKARTA,null,null
202102,RSUD TARAKAN,BOGOR,26,1598
202102,RSUD TARAKAN,DEPOK,26,1328
202102,RSUD TARAKAN,TANGERANG,46,2631
202102,RSUD TARAKAN,BEKASI,52,1802
202102,RSUD PASAR REBO,JAKARTA,null,null
202102,RSUD PASAR REBO,BOGOR,23,642
202102,RSUD PASAR REBO,DEPOK,19,257
202102,RSUD PASAR REBO,TANGERANG,26,272
202102,RSUD PASAR REBO,BEKASI,25,438
202102,RSUD KOJA,JAKARTA,81,3824
202102,RSUD KOJA,BOGOR,null,null
202102,RSUD KOJA,DEPOK,null,null
202102,RSUD KOJA,TANGERANG,null,null
202102,RSUD KOJA,BEKASI,84,1880
202102,RS PONDOK INDAH,JAKARTA,26,1266
202102,RS PONDOK INDAH,BOGOR,27,1652
202102,RS PONDOK INDAH,DEPOK,null,null
202102,RS PONDOK INDAH,TANGERANG,null,null
202102,RS PONDOK INDAH,BEKASI,null,null
202102,RSUD BUDHI ASIH,JAKARTA,null,null
202102,RSUD BUDHI ASIH,BOGOR,58,888
202102,RSUD BUDHI ASIH,DEPOK,null,null
202102,RSUD BUDHI ASIH,TANGERANG,null,null
202102,RSUD BUDHI ASIH,BEKASI,20,248
202102,R S C M,JAKARTA,84,6968
202102,R S C M,BOGOR,78,3221
202102,R S C M,DEPOK,52,3244
202102,R S C M,TANGERANG,68,1942
202102,R S C M,BEKASI,78,5726
202102,P M I,JAKARTA,24,180
202102,P M I,BOGOR,null,null
202102,P M I,DEPOK,22,563
202102,P M I,TANGERANG,null,null
202102,P M I,BEKASI,43,731
202102,RSUD JATI PADANG,JAKARTA,81,989
202102,RS ADHYAKSA,JAKARTA,null,null
202102,RSUD CIRACAS,JAKARTA,null,null
202102,RSUD KEBAYORAN BARU,JAKARTA,null,null
202102,PUSKESMAS TEBET,JAKARTA,null,null
202102,PUSKESMAS KUNINGAN  BARAT,JAKARTA,null,null
202102,PUSKESMAS CILANDAK,JAKARTA,null,null
202102,PUSKESMAS KEBAYORAN LAMA,JAKARTA,null,null
202102,SUDINKES JAKARTA SELATAN,JAKARTA,null,null
202102,RSUP PERSAHABATAN,JAKARTA,19,400
202102,RSUP PERSAHABATAN,BOGOR,37,623
202102,RSUP PERSAHABATAN,DEPOK,19,454
202102,RSUP PERSAHABATAN,TANGERANG,null,null
202102,RSUP PERSAHABATAN,BEKASI,44,1478
202102,RS JANTUNG HARAPAN KITA,BOGOR,26,578
202102,RS JANTUNG HARAPAN KITA,TANGERANG,null,null
202102,RS JANTUNG HARAPAN KITA,BEKASI,19,733
202102,RSPI SULIANTI SAROSO,JAKARTA,81,5541
202102,RSUP FATMAWATI,JAKARTA,27,1730
202102,Puskesmas Kramat Jati,RS Wisma Atlet,1,31
202102,Puskesmas Rawabadak Selatan Tahap I,RS Wisma Atlet,1,20
202102,Puskesmas Duren Sawit,RS Wisma Atlet,1,10
202102,Puskesmas Rawabadak Selatan Tahap II,RS Wisma Atlet,1,26
202102,Puskesmas Tebet,RS Wisma Atlet,1,11
202102,Puskesmas Makasar,RS Wisma Atlet,1,18
202102,Puskesmas Cilincing,RS Wisma Atlet,1,9
202102,Puskesmas Cipayung,RS Wisma Atlet,1,14
202102,Puskesmas Jatinegara,RS Wisma Atlet,1,24
202102,Puskesmas Pancoran,RS Wisma Atlet,1,24
202102,Puskesmas Ciracas,RS Wisma Atlet,1,20
202102,Puskesmas Pasar Minggu,RS Wisma Atlet,1,29
202103,RS JANTUNG HARAPAN KITA,BOGOR,30,708
202103,RS JANTUNG HARAPAN KITA,TANGERANG,null,null
202103,RS JANTUNG HARAPAN KITA,BEKASI,22,1049
202103,RSPI SULIANTI SAROSO,JAKARTA,92,5142
202103,RSUP FATMAWATI,JAKARTA,31,2956
202103,Puskesmas Kramat Jati ,RS Wisma Atlet,1,11
202103,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,13
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,15
202103,Puskesmas Ciracas,RS Wisma Atlet,1,29
202103,Puskesmas Cilincing,RS Wisma Atlet,1,13
202103,Puskesmas Kemayoran,RS Wisma Atlet,1,11
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,17
202103,Puskesmas Duren Sawit Tahap II,RS Wisma Atlet,1,7
202103,Puskesmas Pancoran,RS Wisma Atlet,1,14
202103,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,11
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,6
202103,Puskesmas Cengkareng,RS Wisma Atlet,1,10
202103,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,8
202103,Puskesmas Jagakarsa,RS Wisma Atlet,1,21
202103,Puskesmas Tebet,RS Wisma Atlet,1,13
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,17
202103,Puskesmas Pancoran,RS Wisma Atlet,1,15
202103,Puskesmas Papanggo,RS Wisma Atlet,1,12
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,8
202103,Puskesmas Cipayung,RS Wisma Atlet,1,11
202103,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,7
202103,Puskesmas Ciracas,RS Wisma Atlet,1,17
202103,Puskesmas Pasar Minggu Tahap I,RS Wisma Atlet,1,38
202103,Puskesmas Taman Sari,RS Wisma Atlet,1,7
202103,Puskesmas Pasar Minggu Tahap II,RS Wisma Atlet,1,18
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
202103,Puskesmas Cilandak,RS Wisma Atlet,1,9
202103,Puskesmas Papanggo,RS Wisma Atlet,1,14
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,10
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,10
202103,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,22
202103,Puskesmas Makasar,RS Wisma Atlet,1,16
202103,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,10
202103,Puskesmas Ciracas,RS Wisma Atlet,1,34
202103,Puskesmas Pasar Minggu Tahap II,RS Wisma Atlet,1,16
202103,Puskesmas Pancoran,RS Wisma Atlet,1,12
202103,Puskesmas Papanggo,RS Wisma Atlet,1,18
202103,Puskesmas Cilandak,RS Wisma Atlet,1,9
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,11
202103,Puskesmas Cipayung,RS Wisma Atlet,1,17
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,27
202103,Puskesmas Cilincing,RS Wisma Atlet,1,11
202103,Puskesmas Tebet,RS Wisma Atlet,1,15
202103,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,9
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,14
202103,Puskesmas Ciracas,RS Wisma Atlet,1,36
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,35
202103,Puskesmas Pancoran,RS Wisma Atlet,1,28
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,9
202103,Puskesmas Cilandak,RS Wisma Atlet,1,15
202103,Puskesmas Cipayung,RS Wisma Atlet,1,14
202103,Puskesmas Pulogadung,RS Wisma Atlet,1,8
202103,Puskesmas Penjaringan,RS Wisma Atlet,1,9
202103,Puskesmas Papanggo,RS Wisma Atlet,1,14
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,16
202103,Puskesmas Makasar,RS Wisma Atlet,1,10
202103,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,9
202103,Puskesmas Cilincing,RS Wisma Atlet,1,20
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,8
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,21
202103,Puskesmas Tebet,RS Wisma Atlet,1,15
202103,Puskesmas Ciracas,RS Wisma Atlet,1,19
202103,Puskesmas Penjaringan,RS Wisma Atlet,1,10
202103,Puskesmas Pasar Minggu Tahap II,RS Wisma Atlet,1,8
202103,Puskesmas Pancoran,RS Wisma Atlet,1,15
202103,Puskesmas Papanggo,RS Wisma Atlet,1,20
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,15
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202103,Puskesmas Ciracas,RS Wisma Atlet,1,34
202103,Puskesmas Cempaka Putih,RS Wisma Atlet,1,8
202103,Puskesmas Tebet,RS Wisma Atlet,1,15
202103,Puskesmas Rawabadak selatan,RS Wisma Atlet,1,15
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,16
202103,Puskesmas Kebayoran Lama,RS Wisma Atlet,1,9
202103,Puskesmas Makasar,RS Wisma Atlet,1,10
202103,Puskesmas Penjaringan,RS Wisma Atlet,1,10
202103,Puskesmas Kemayoran,RS Wisma Atlet,1,18
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,17
202103,Puskesmas Cilincing,RS Wisma Atlet,1,10
202103,Puskesmas Ciracas,RS Wisma Atlet,1,33
202103,Puskesmas Pancoran,RS Wisma Atlet,1,20
202103,Puskesmas Cipayung,RS Wisma Atlet,1,8
202103,Puskesmas Taman Sari,RS Wisma Atlet,1,6
202103,Puskesmas Tanjung Priok,RS Wisma Atlet,1,10
202103,Puskesmas Pulogadung,RS Wisma Atlet,1,21
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,6
202103,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,9
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,7
202103,Puskesmas Makasar,RS Wisma Atlet,1,18
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,16
202103,Puskesmas Ciracas,RS Wisma Atlet,1,11
202103,Puskesmas Tebet,RS Wisma Atlet,1,11
202103,Puskesmas Pancoran,RS Wisma Atlet,1,10
202103,Puskesmas Jagakarsa,RS Wisma Atlet,1,7
202103,Puskesmas Kramat Jati Tahap II,RS Wisma Atlet,1,7
202103,Puskesmas Duren Sawit,RS Wisma Atlet,1,15
202103,Puskesmas Rawabadak Selatan,RS Wisma Atlet,1,20
202103,Puskesmas Matraman,RS Wisma Atlet,1,14
202103,Puskesmas Ciracas,RS Wisma Atlet,1,34
202103,Puskesmas Tebet,RS Wisma Atlet,1,9
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,14
202103,Puskesmas Penjaringan,RS Wisma Atlet,1,6
202103,Puskesmas Cilandak,RS Wisma Atlet,1,8
202103,Puskesmas Pulogadung,RS Wisma Atlet,1,12
202103,Puskesmas Tanjung Priok,RS Wisma Atlet,1,17
202103,Puskesmas Kemayoran,RS Wisma Atlet,1,19
202103,Puskesmas Pasar Minggu,RS Wisma Atlet,1,9
202103,Puskesmas Kramat Jati,RS Wisma Atlet,1,15
202103,Puskesmas Ciracas,RS Wisma Atlet,1,12
202104,RSUD CENGKARENG,JAKARTA,115,6638
202104,RSUD CENGKARENG,BOGOR,null,null
202104,RSUD CENGKARENG,DEPOK,29,807
202104,RSUD CENGKARENG,TANGERANG,76,1808
202104,RSUD CENGKARENG,BEKASI,24,422
202104,RSUD DUREN SAWIT,JAKARTA,118,2711
202104,RSUD DUREN SAWIT,BOGOR,null,null
202104,RSUD DUREN SAWIT,DEPOK,null,null
202104,RSUD DUREN SAWIT,TANGERANG,null,null
202104,RSUD DUREN SAWIT,BEKASI,null,null
202104,RSUD PASAR MINGGU,JAKARTA,null,null
202104,RSUD PASAR MINGGU,BOGOR,14,120
202104,RSUD PASAR MINGGU,DEPOK,4,24
202104,RSUD PASAR MINGGU,TANGERANG,null,null
202104,RSUD PASAR MINGGU,BEKASI,21,205
202104,RSUD TARAKAN,JAKARTA,null,null
202104,RSUD TARAKAN,BOGOR,30,1587
202104,RSUD TARAKAN,DEPOK,30,1431
202104,RSUD TARAKAN,TANGERANG,56,2449
202104,RSUD TARAKAN,BEKASI,59,2064
202104,RSUD PASAR REBO,JAKARTA,null,null
202104,RSUD PASAR REBO,BOGOR,24,578
202104,RSUD PASAR REBO,DEPOK,20,341
202104,RSUD PASAR REBO,TANGERANG,null,null
202104,RSUD PASAR REBO,BEKASI,28,542
202104,RSUD KOJA,JAKARTA,82,4409
